Brass-1	Brass-2	Brass-3	Brass-4	Brass-5	Copper-1	Copper-2	Copper-3	Copper-4	Copper-5	Steel-1	Steel-2	Steel-3	Steel-4	Steel-5	Aluminum-1	Aluminum-2	Aluminum-3	Aluminum-4	Aluminum-5	
°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	
 2.186029e+001	 2.171357e+001	 2.171432e+001	 2.174114e+001	 2.184612e+001	 2.175940e+001	 2.159999e+001	 2.165284e+001	 2.178760e+001	 2.188142e+001	 2.191127e+001	 2.199932e+001	 2.190332e+001	 2.191281e+001	 2.219955e+001	 2.188648e+001	 2.161480e+001	 2.168577e+001	 2.176794e+001	 2.191777e+001	
 2.185156e+001	 2.179342e+001	 2.170028e+001	 2.173747e+001	 2.184166e+001	 2.174833e+001	 2.157733e+001	 2.165583e+001	 2.176037e+001	 2.190962e+001	 2.193497e+001	 2.197123e+001	 2.190910e+001	 2.186296e+001	 2.217238e+001	 2.185554e+001	 2.160288e+001	 2.169660e+001	 2.179406e+001	 2.188468e+001	
 2.184970e+001	 2.176592e+001	 2.170300e+001	 2.172573e+001	 2.182290e+001	 2.175897e+001	 2.160382e+001	 2.167583e+001	 2.179623e+001	 2.192038e+001	 2.192180e+001	 2.196209e+001	 2.190399e+001	 2.189918e+001	 2.217538e+001	 2.186206e+001	 2.159850e+001	 2.169249e+001	 2.178277e+001	 2.189599e+001	
 2.186624e+001	 2.173900e+001	 2.166985e+001	 2.173476e+001	 2.179219e+001	 2.174388e+001	 2.157292e+001	 2.167008e+001	 2.179701e+001	 2.191651e+001	 2.198723e+001	 2.197477e+001	 2.191234e+001	 2.188457e+001	 2.216764e+001	 2.186236e+001	 2.161392e+001	 2.170813e+001	 2.177257e+001	 2.193066e+001	
 2.190666e+001	 2.174556e+001	 2.171330e+001	 2.174808e+001	 2.182006e+001	 2.177989e+001	 2.159838e+001	 2.163286e+001	 2.179021e+001	 2.192151e+001	 2.194098e+001	 2.198518e+001	 2.190119e+001	 2.187806e+001	 2.217677e+001	 2.187962e+001	 2.162262e+001	 2.171199e+001	 2.179766e+001	 2.193983e+001	
 2.193397e+001	 2.175137e+001	 2.169016e+001	 2.174067e+001	 2.181350e+001	 2.173458e+001	 2.155670e+001	 2.168046e+001	 2.177069e+001	 2.192797e+001	 2.194964e+001	 2.195686e+001	 2.190666e+001	 2.186881e+001	 2.217896e+001	 2.191793e+001	 2.162510e+001	 2.172333e+001	 2.176572e+001	 2.192406e+001	
 2.190462e+001	 2.178473e+001	 2.170804e+001	 2.175052e+001	 2.178551e+001	 2.177014e+001	 2.160006e+001	 2.166831e+001	 2.175516e+001	 2.192396e+001	 2.195708e+001	 2.197948e+001	 2.195191e+001	 2.192192e+001	 2.222117e+001	 2.194238e+001	 2.166086e+001	 2.169220e+001	 2.175708e+001	 2.190816e+001	
 2.191908e+001	 2.179215e+001	 2.170469e+001	 2.168799e+001	 2.181648e+001	 2.174450e+001	 2.158534e+001	 2.165334e+001	 2.176973e+001	 2.189732e+001	 2.196423e+001	 2.199416e+001	 2.189590e+001	 2.189951e+001	 2.216903e+001	 2.190723e+001	 2.162612e+001	 2.168394e+001	 2.181626e+001	 2.190071e+001	
 2.190356e+001	 2.176517e+001	 2.169605e+001	 2.175353e+001	 2.182961e+001	 2.176523e+001	 2.157897e+001	 2.166828e+001	 2.177247e+001	 2.191392e+001	 2.195245e+001	 2.196019e+001	 2.191794e+001	 2.187702e+001	 2.219138e+001	 2.194747e+001	 2.160952e+001	 2.172968e+001	 2.178654e+001	 2.188124e+001	
 2.193635e+001	 2.180935e+001	 2.169576e+001	 2.173857e+001	 2.180369e+001	 2.177472e+001	 2.158946e+001	 2.166115e+001	 2.178867e+001	 2.190878e+001	 2.190118e+001	 2.196418e+001	 2.188037e+001	 2.187985e+001	 2.217130e+001	 2.193168e+001	 2.160208e+001	 2.169333e+001	 2.176972e+001	 2.189870e+001	
 2.194508e+001	 2.182242e+001	 2.169454e+001	 2.173423e+001	 2.179996e+001	 2.179402e+001	 2.160204e+001	 2.165956e+001	 2.179154e+001	 2.189003e+001	 2.199609e+001	 2.198504e+001	 2.192402e+001	 2.187929e+001	 2.216743e+001	 2.190646e+001	 2.161321e+001	 2.174083e+001	 2.176791e+001	 2.193338e+001	
 2.198159e+001	 2.180779e+001	 2.163622e+001	 2.165828e+001	 2.179949e+001	 2.179076e+001	 2.156837e+001	 2.165134e+001	 2.175663e+001	 2.192525e+001	 2.194677e+001	 2.195123e+001	 2.190944e+001	 2.189134e+001	 2.216888e+001	 2.191575e+001	 2.162324e+001	 2.169200e+001	 2.177568e+001	 2.191203e+001	
 2.196454e+001	 2.183079e+001	 2.172906e+001	 2.175767e+001	 2.182349e+001	 2.181679e+001	 2.159817e+001	 2.165512e+001	 2.179025e+001	 2.188816e+001	 2.194567e+001	 2.195045e+001	 2.190524e+001	 2.188746e+001	 2.217648e+001	 2.193238e+001	 2.160272e+001	 2.166411e+001	 2.172926e+001	 2.188423e+001	
 2.200401e+001	 2.181958e+001	 2.171186e+001	 2.172329e+001	 2.181291e+001	 2.177355e+001	 2.162188e+001	 2.166386e+001	 2.179890e+001	 2.191908e+001	 2.196234e+001	 2.199686e+001	 2.189574e+001	 2.190036e+001	 2.215954e+001	 2.194761e+001	 2.164031e+001	 2.172036e+001	 2.179671e+001	 2.190344e+001	
 2.196805e+001	 2.179506e+001	 2.168761e+001	 2.175145e+001	 2.180410e+001	 2.179805e+001	 2.155106e+001	 2.163178e+001	 2.176834e+001	 2.191610e+001	 2.195202e+001	 2.198987e+001	 2.191816e+001	 2.194120e+001	 2.219628e+001	 2.193662e+001	 2.164481e+001	 2.174035e+001	 2.182101e+001	 2.189842e+001	
 2.200183e+001	 2.182465e+001	 2.162364e+001	 2.171681e+001	 2.179506e+001	 2.179817e+001	 2.157922e+001	 2.163585e+001	 2.178927e+001	 2.190176e+001	 2.197155e+001	 2.199504e+001	 2.193877e+001	 2.192498e+001	 2.216940e+001	 2.188160e+001	 2.161160e+001	 2.167678e+001	 2.176807e+001	 2.189341e+001	
 2.196773e+001	 2.180224e+001	 2.172091e+001	 2.174011e+001	 2.181143e+001	 2.178360e+001	 2.158702e+001	 2.163250e+001	 2.171520e+001	 2.190591e+001	 2.194377e+001	 2.197596e+001	 2.191348e+001	 2.188239e+001	 2.216524e+001	 2.190723e+001	 2.159290e+001	 2.171060e+001	 2.176130e+001	 2.190186e+001	
 2.197258e+001	 2.182539e+001	 2.172140e+001	 2.171422e+001	 2.183363e+001	 2.182941e+001	 2.159660e+001	 2.166171e+001	 2.180872e+001	 2.192225e+001	 2.198726e+001	 2.201507e+001	 2.193703e+001	 2.186075e+001	 2.215787e+001	 2.190664e+001	 2.162982e+001	 2.168819e+001	 2.175776e+001	 2.189484e+001	
 2.199216e+001	 2.180440e+001	 2.171197e+001	 2.177222e+001	 2.179148e+001	 2.179908e+001	 2.157758e+001	 2.163538e+001	 2.175646e+001	 2.194087e+001	 2.197699e+001	 2.200534e+001	 2.195391e+001	 2.193019e+001	 2.219058e+001	 2.191169e+001	 2.165263e+001	 2.169898e+001	 2.179749e+001	 2.191891e+001	
 2.195762e+001	 2.177746e+001	 2.171869e+001	 2.170461e+001	 2.183200e+001	 2.183757e+001	 2.161897e+001	 2.169085e+001	 2.179622e+001	 2.192396e+001	 2.197714e+001	 2.203079e+001	 2.194508e+001	 2.193188e+001	 2.219526e+001	 2.188717e+001	 2.161413e+001	 2.172098e+001	 2.178317e+001	 2.193523e+001	
 2.194415e+001	 2.181696e+001	 2.172923e+001	 2.172715e+001	 2.182931e+001	 2.182540e+001	 2.159997e+001	 2.163894e+001	 2.178960e+001	 2.194774e+001	 2.196189e+001	 2.203085e+001	 2.191203e+001	 2.188446e+001	 2.216313e+001	 2.192368e+001	 2.162866e+001	 2.171726e+001	 2.177237e+001	 2.190615e+001	
 2.198464e+001	 2.182331e+001	 2.173496e+001	 2.175833e+001	 2.182263e+001	 2.181121e+001	 2.164504e+001	 2.169487e+001	 2.180797e+001	 2.193599e+001	 2.193864e+001	 2.198898e+001	 2.190739e+001	 2.189104e+001	 2.217716e+001	 2.189443e+001	 2.157675e+001	 2.164268e+001	 2.172353e+001	 2.187937e+001	
 2.197016e+001	 2.181412e+001	 2.172733e+001	 2.176344e+001	 2.187027e+001	 2.186654e+001	 2.164590e+001	 2.171201e+001	 2.182278e+001	 2.196709e+001	 2.194534e+001	 2.193992e+001	 2.189942e+001	 2.187202e+001	 2.218059e+001	 2.188005e+001	 2.158897e+001	 2.170759e+001	 2.174429e+001	 2.187465e+001	
 2.198330e+001	 2.184185e+001	 2.173988e+001	 2.172355e+001	 2.186732e+001	 2.185537e+001	 2.163379e+001	 2.169525e+001	 2.181625e+001	 2.195591e+001	 2.194785e+001	 2.198486e+001	 2.191230e+001	 2.188639e+001	 2.219264e+001	 2.190299e+001	 2.163035e+001	 2.172271e+001	 2.175550e+001	 2.186333e+001	
 2.196223e+001	 2.184222e+001	 2.170582e+001	 2.179285e+001	 2.184634e+001	 2.183585e+001	 2.161415e+001	 2.168663e+001	 2.180750e+001	 2.193957e+001	 2.196850e+001	 2.199100e+001	 2.191138e+001	 2.190078e+001	 2.219621e+001	 2.192787e+001	 2.162224e+001	 2.168904e+001	 2.174470e+001	 2.187536e+001	
 2.196608e+001	 2.185876e+001	 2.172389e+001	 2.177149e+001	 2.184140e+001	 2.185620e+001	 2.164273e+001	 2.165269e+001	 2.181904e+001	 2.192955e+001	 2.194916e+001	 2.202651e+001	 2.195706e+001	 2.192329e+001	 2.221404e+001	 2.192323e+001	 2.161071e+001	 2.171532e+001	 2.179390e+001	 2.190644e+001	
 2.196016e+001	 2.182302e+001	 2.176258e+001	 2.175055e+001	 2.186510e+001	 2.185765e+001	 2.162623e+001	 2.161453e+001	 2.181507e+001	 2.194115e+001	 2.197978e+001	 2.203924e+001	 2.193699e+001	 2.193004e+001	 2.221777e+001	 2.193230e+001	 2.165986e+001	 2.169654e+001	 2.178540e+001	 2.190831e+001	
 2.195658e+001	 2.186372e+001	 2.169116e+001	 2.178299e+001	 2.183756e+001	 2.185249e+001	 2.159558e+001	 2.166638e+001	 2.180791e+001	 2.194574e+001	 2.194730e+001	 2.197038e+001	 2.191741e+001	 2.193368e+001	 2.221477e+001	 2.190567e+001	 2.165702e+001	 2.172495e+001	 2.179662e+001	 2.187621e+001	
 2.197404e+001	 2.185964e+001	 2.174002e+001	 2.178053e+001	 2.186197e+001	 2.185080e+001	 2.160061e+001	 2.171538e+001	 2.181150e+001	 2.192626e+001	 2.195983e+001	 2.199655e+001	 2.194232e+001	 2.191275e+001	 2.217403e+001	 2.189509e+001	 2.160927e+001	 2.168100e+001	 2.177882e+001	 2.188824e+001	
 2.196813e+001	 2.184649e+001	 2.170474e+001	 2.176036e+001	 2.183085e+001	 2.183161e+001	 2.159306e+001	 2.168967e+001	 2.180860e+001	 2.194245e+001	 2.198330e+001	 2.200589e+001	 2.193380e+001	 2.193108e+001	 2.222288e+001	 2.193473e+001	 2.161561e+001	 2.173597e+001	 2.179305e+001	 2.192506e+001	
 2.199109e+001	 2.185453e+001	 2.174253e+001	 2.173481e+001	 2.182387e+001	 2.181853e+001	 2.161655e+001	 2.170505e+001	 2.180841e+001	 2.194531e+001	 2.196306e+001	 2.201185e+001	 2.195481e+001	 2.193366e+001	 2.218089e+001	 2.190523e+001	 2.160831e+001	 2.169500e+001	 2.177055e+001	 2.191360e+001	
 2.196174e+001	 2.186190e+001	 2.174566e+001	 2.174487e+001	 2.178873e+001	 2.188156e+001	 2.161226e+001	 2.168557e+001	 2.177002e+001	 2.192898e+001	 2.198434e+001	 2.202227e+001	 2.193201e+001	 2.193724e+001	 2.222946e+001	 2.190434e+001	 2.164455e+001	 2.172368e+001	 2.178050e+001	 2.189742e+001	
 2.197796e+001	 2.186139e+001	 2.168003e+001	 2.178168e+001	 2.185352e+001	 2.186094e+001	 2.161087e+001	 2.168478e+001	 2.181825e+001	 2.194431e+001	 2.195356e+001	 2.199532e+001	 2.192378e+001	 2.190698e+001	 2.220675e+001	 2.189841e+001	 2.162353e+001	 2.165405e+001	 2.177399e+001	 2.188696e+001	
 2.196112e+001	 2.180990e+001	 2.172421e+001	 2.173906e+001	 2.182464e+001	 2.180681e+001	 2.161360e+001	 2.167362e+001	 2.180809e+001	 2.189418e+001	 2.197413e+001	 2.199855e+001	 2.193203e+001	 2.191641e+001	 2.220251e+001	 2.190843e+001	 2.162371e+001	 2.170025e+001	 2.179173e+001	 2.191346e+001	
 2.198445e+001	 2.186012e+001	 2.174174e+001	 2.176859e+001	 2.184010e+001	 2.186582e+001	 2.158996e+001	 2.166416e+001	 2.174950e+001	 2.190190e+001	 2.197349e+001	 2.200779e+001	 2.194370e+001	 2.190465e+001	 2.221186e+001	 2.191004e+001	 2.163330e+001	 2.169547e+001	 2.181355e+001	 2.189856e+001	
 2.198110e+001	 2.183434e+001	 2.170098e+001	 2.176871e+001	 2.184013e+001	 2.185755e+001	 2.156729e+001	 2.162709e+001	 2.180975e+001	 2.193285e+001	 2.197172e+001	 2.196265e+001	 2.193712e+001	 2.191047e+001	 2.220404e+001	 2.190322e+001	 2.161872e+001	 2.168432e+001	 2.176111e+001	 2.187937e+001	
 2.195646e+001	 2.180242e+001	 2.171391e+001	 2.178181e+001	 2.183478e+001	 2.181484e+001	 2.157737e+001	 2.167878e+001	 2.179878e+001	 2.191136e+001	 2.194338e+001	 2.198188e+001	 2.194061e+001	 2.190588e+001	 2.216141e+001	 2.191455e+001	 2.159592e+001	 2.166837e+001	 2.170360e+001	 2.188840e+001	
 2.195975e+001	 2.182812e+001	 2.172851e+001	 2.177042e+001	 2.184580e+001	 2.190265e+001	 2.158690e+001	 2.166589e+001	 2.181188e+001	 2.190949e+001	 2.194529e+001	 2.199108e+001	 2.190868e+001	 2.188880e+001	 2.214790e+001	 2.188770e+001	 2.156916e+001	 2.166031e+001	 2.175149e+001	 2.188053e+001	
 2.197655e+001	 2.184243e+001	 2.169566e+001	 2.178349e+001	 2.185639e+001	 2.182100e+001	 2.158342e+001	 2.167727e+001	 2.182323e+001	 2.194688e+001	 2.192004e+001	 2.197750e+001	 2.188070e+001	 2.190235e+001	 2.217682e+001	 2.185915e+001	 2.162697e+001	 2.166667e+001	 2.172875e+001	 2.186964e+001	
 2.195632e+001	 2.180716e+001	 2.172726e+001	 2.177770e+001	 2.185417e+001	 2.189924e+001	 2.162044e+001	 2.169541e+001	 2.181504e+001	 2.195332e+001	 2.192749e+001	 2.196234e+001	 2.193231e+001	 2.189414e+001	 2.219442e+001	 2.187895e+001	 2.160331e+001	 2.165915e+001	 2.174853e+001	 2.189799e+001	
 2.197655e+001	 2.183834e+001	 2.173215e+001	 2.177493e+001	 2.176553e+001	 2.188249e+001	 2.163058e+001	 2.169520e+001	 2.181193e+001	 2.189517e+001	 2.196720e+001	 2.202867e+001	 2.193216e+001	 2.191705e+001	 2.218062e+001	 2.190417e+001	 2.162092e+001	 2.168777e+001	 2.178071e+001	 2.188167e+001	
 2.197586e+001	 2.184985e+001	 2.175959e+001	 2.179222e+001	 2.186951e+001	 2.187462e+001	 2.158604e+001	 2.168847e+001	 2.179833e+001	 2.193428e+001	 2.196227e+001	 2.202423e+001	 2.193939e+001	 2.191731e+001	 2.222604e+001	 2.193437e+001	 2.162119e+001	 2.172141e+001	 2.177698e+001	 2.187407e+001	
 2.196381e+001	 2.182187e+001	 2.170451e+001	 2.178078e+001	 2.183097e+001	 2.181060e+001	 2.156262e+001	 2.166842e+001	 2.183005e+001	 2.192095e+001	 2.196065e+001	 2.201496e+001	 2.197832e+001	 2.191145e+001	 2.222371e+001	 2.192574e+001	 2.164998e+001	 2.174294e+001	 2.181359e+001	 2.193324e+001	
 2.196910e+001	 2.180167e+001	 2.174819e+001	 2.178408e+001	 2.185346e+001	 2.187276e+001	 2.156563e+001	 2.172027e+001	 2.181903e+001	 2.194760e+001	 2.196819e+001	 2.203789e+001	 2.198312e+001	 2.192056e+001	 2.224817e+001	 2.194543e+001	 2.165487e+001	 2.169580e+001	 2.179634e+001	 2.191620e+001	
 2.199386e+001	 2.184482e+001	 2.171664e+001	 2.176720e+001	 2.182145e+001	 2.187978e+001	 2.158765e+001	 2.167909e+001	 2.181147e+001	 2.195877e+001	 2.199045e+001	 2.200830e+001	 2.194639e+001	 2.191034e+001	 2.221589e+001	 2.192264e+001	 2.162851e+001	 2.170310e+001	 2.176283e+001	 2.190145e+001	
 2.201945e+001	 2.183628e+001	 2.174471e+001	 2.178348e+001	 2.178870e+001	 2.188390e+001	 2.156152e+001	 2.169719e+001	 2.181794e+001	 2.193126e+001	 2.197762e+001	 2.201078e+001	 2.194928e+001	 2.191739e+001	 2.218610e+001	 2.191939e+001	 2.161747e+001	 2.168800e+001	 2.176227e+001	 2.188942e+001	
 2.203022e+001	 2.183318e+001	 2.172774e+001	 2.177870e+001	 2.184826e+001	 2.191399e+001	 2.160013e+001	 2.172942e+001	 2.185497e+001	 2.192468e+001	 2.195259e+001	 2.198532e+001	 2.193827e+001	 2.187633e+001	 2.217814e+001	 2.190283e+001	 2.161295e+001	 2.166199e+001	 2.174086e+001	 2.185761e+001	
 2.201037e+001	 2.183270e+001	 2.175036e+001	 2.181698e+001	 2.184633e+001	 2.191274e+001	 2.160965e+001	 2.168267e+001	 2.181898e+001	 2.196276e+001	 2.190669e+001	 2.200680e+001	 2.193402e+001	 2.188360e+001	 2.214849e+001	 2.189350e+001	 2.161459e+001	 2.164853e+001	 2.175326e+001	 2.184760e+001	
 2.204096e+001	 2.184784e+001	 2.172770e+001	 2.180120e+001	 2.185233e+001	 2.193404e+001	 2.162716e+001	 2.170758e+001	 2.185872e+001	 2.194287e+001	 2.194182e+001	 2.199396e+001	 2.192536e+001	 2.190895e+001	 2.218545e+001	 2.190017e+001	 2.157654e+001	 2.168494e+001	 2.170398e+001	 2.185419e+001	
 2.204428e+001	 2.184976e+001	 2.174684e+001	 2.180033e+001	 2.182771e+001	 2.191099e+001	 2.159011e+001	 2.168259e+001	 2.181228e+001	 2.195690e+001	 2.194458e+001	 2.199694e+001	 2.192483e+001	 2.189020e+001	 2.220787e+001	 2.189545e+001	 2.160168e+001	 2.167289e+001	 2.174414e+001	 2.185720e+001	
 2.203673e+001	 2.181200e+001	 2.175335e+001	 2.178407e+001	 2.185946e+001	 2.192904e+001	 2.160042e+001	 2.169634e+001	 2.179595e+001	 2.196262e+001	 2.195330e+001	 2.203956e+001	 2.194549e+001	 2.190386e+001	 2.220327e+001	 2.190872e+001	 2.158872e+001	 2.168586e+001	 2.174950e+001	 2.191465e+001	
 2.200533e+001	 2.180928e+001	 2.173090e+001	 2.173444e+001	 2.183478e+001	 2.189524e+001	 2.157458e+001	 2.169333e+001	 2.182697e+001	 2.190849e+001	 2.194197e+001	 2.201707e+001	 2.193791e+001	 2.191882e+001	 2.219217e+001	 2.193803e+001	 2.161104e+001	 2.170491e+001	 2.175039e+001	 2.185635e+001	
 2.201325e+001	 2.181455e+001	 2.172234e+001	 2.176792e+001	 2.176878e+001	 2.190527e+001	 2.158446e+001	 2.166956e+001	 2.180304e+001	 2.191793e+001	 2.196860e+001	 2.201334e+001	 2.193362e+001	 2.193264e+001	 2.220174e+001	 2.190281e+001	 2.159907e+001	 2.168267e+001	 2.174023e+001	 2.186208e+001	
 2.201019e+001	 2.179345e+001	 2.173534e+001	 2.176660e+001	 2.184252e+001	 2.192407e+001	 2.161041e+001	 2.169149e+001	 2.182840e+001	 2.195789e+001	 2.194146e+001	 2.200571e+001	 2.192316e+001	 2.190083e+001	 2.220430e+001	 2.188924e+001	 2.158089e+001	 2.168594e+001	 2.174633e+001	 2.183015e+001	
 2.202494e+001	 2.185240e+001	 2.174168e+001	 2.178736e+001	 2.184790e+001	 2.191763e+001	 2.160794e+001	 2.169671e+001	 2.175567e+001	 2.193010e+001	 2.193231e+001	 2.199627e+001	 2.189851e+001	 2.189090e+001	 2.216800e+001	 2.191250e+001	 2.157264e+001	 2.167226e+001	 2.174956e+001	 2.186121e+001	
 2.200194e+001	 2.181162e+001	 2.170918e+001	 2.177803e+001	 2.182452e+001	 2.184627e+001	 2.158944e+001	 2.167149e+001	 2.176469e+001	 2.192123e+001	 2.193850e+001	 2.199963e+001	 2.193258e+001	 2.191107e+001	 2.217786e+001	 2.192931e+001	 2.157768e+001	 2.165436e+001	 2.174596e+001	 2.184604e+001	
 2.201044e+001	 2.180389e+001	 2.172991e+001	 2.177136e+001	 2.180906e+001	 2.190929e+001	 2.154379e+001	 2.164378e+001	 2.181449e+001	 2.191448e+001	 2.198256e+001	 2.203983e+001	 2.196519e+001	 2.189163e+001	 2.220671e+001	 2.197655e+001	 2.159438e+001	 2.168893e+001	 2.173137e+001	 2.185307e+001	
 2.201209e+001	 2.180270e+001	 2.176312e+001	 2.177940e+001	 2.179192e+001	 2.189630e+001	 2.159123e+001	 2.165483e+001	 2.176309e+001	 2.190862e+001	 2.198419e+001	 2.203779e+001	 2.198927e+001	 2.196037e+001	 2.224570e+001	 2.194070e+001	 2.160834e+001	 2.169685e+001	 2.177421e+001	 2.189361e+001	
 2.199471e+001	 2.176621e+001	 2.172242e+001	 2.174566e+001	 2.179865e+001	 2.187526e+001	 2.156688e+001	 2.166070e+001	 2.178056e+001	 2.187811e+001	 2.197427e+001	 2.205795e+001	 2.197247e+001	 2.191804e+001	 2.221854e+001	 2.191179e+001	 2.162398e+001	 2.171979e+001	 2.175603e+001	 2.187527e+001	
 2.198748e+001	 2.176034e+001	 2.170674e+001	 2.173878e+001	 2.178196e+001	 2.189072e+001	 2.153058e+001	 2.163965e+001	 2.179711e+001	 2.191736e+001	 2.196898e+001	 2.202096e+001	 2.194848e+001	 2.191447e+001	 2.222044e+001	 2.191673e+001	 2.160705e+001	 2.168471e+001	 2.178475e+001	 2.188587e+001	
 2.198175e+001	 2.176986e+001	 2.169799e+001	 2.171176e+001	 2.177392e+001	 2.186061e+001	 2.154129e+001	 2.166885e+001	 2.177032e+001	 2.189788e+001	 2.196867e+001	 2.206412e+001	 2.196062e+001	 2.193675e+001	 2.220430e+001	 2.190765e+001	 2.159413e+001	 2.169402e+001	 2.174553e+001	 2.187643e+001	
 2.196827e+001	 2.179048e+001	 2.171547e+001	 2.176707e+001	 2.182981e+001	 2.188844e+001	 2.158415e+001	 2.163364e+001	 2.178737e+001	 2.192623e+001	 2.196147e+001	 2.201248e+001	 2.194648e+001	 2.191182e+001	 2.221686e+001	 2.194098e+001	 2.164263e+001	 2.170183e+001	 2.174243e+001	 2.188846e+001	
 2.199139e+001	 2.171584e+001	 2.168831e+001	 2.174270e+001	 2.180078e+001	 2.188297e+001	 2.156042e+001	 2.162145e+001	 2.176065e+001	 2.189615e+001	 2.194107e+001	 2.203346e+001	 2.195669e+001	 2.192991e+001	 2.223534e+001	 2.189872e+001	 2.159757e+001	 2.167258e+001	 2.176252e+001	 2.184604e+001	
 2.193472e+001	 2.173892e+001	 2.171665e+001	 2.175768e+001	 2.178006e+001	 2.187008e+001	 2.155534e+001	 2.165396e+001	 2.176000e+001	 2.191821e+001	 2.197692e+001	 2.200634e+001	 2.195227e+001	 2.193703e+001	 2.219437e+001	 2.189233e+001	 2.158324e+001	 2.166521e+001	 2.172114e+001	 2.183418e+001	
 2.199120e+001	 2.178452e+001	 2.171413e+001	 2.177408e+001	 2.179676e+001	 2.188699e+001	 2.154299e+001	 2.166822e+001	 2.173383e+001	 2.191119e+001	 2.198104e+001	 2.201721e+001	 2.196244e+001	 2.190578e+001	 2.216990e+001	 2.187175e+001	 2.157428e+001	 2.165671e+001	 2.172798e+001	 2.184893e+001	
 2.197634e+001	 2.172095e+001	 2.169866e+001	 2.172479e+001	 2.177323e+001	 2.187496e+001	 2.154210e+001	 2.164494e+001	 2.177382e+001	 2.188784e+001	 2.195077e+001	 2.199502e+001	 2.194832e+001	 2.191847e+001	 2.219437e+001	 2.193701e+001	 2.159936e+001	 2.167884e+001	 2.174717e+001	 2.184277e+001	
 2.198028e+001	 2.177008e+001	 2.166638e+001	 2.173770e+001	 2.180155e+001	 2.189158e+001	 2.158952e+001	 2.159282e+001	 2.177856e+001	 2.191220e+001	 2.194202e+001	 2.202396e+001	 2.195909e+001	 2.191497e+001	 2.217640e+001	 2.191482e+001	 2.153988e+001	 2.165284e+001	 2.173976e+001	 2.185766e+001	
 2.197393e+001	 2.177106e+001	 2.174171e+001	 2.174589e+001	 2.176865e+001	 2.188403e+001	 2.156644e+001	 2.166595e+001	 2.176170e+001	 2.189844e+001	 2.193436e+001	 2.200512e+001	 2.190673e+001	 2.187022e+001	 2.214281e+001	 2.187152e+001	 2.151865e+001	 2.164996e+001	 2.174043e+001	 2.180969e+001	
 2.199467e+001	 2.178475e+001	 2.173719e+001	 2.176410e+001	 2.180589e+001	 2.194172e+001	 2.158368e+001	 2.167624e+001	 2.179857e+001	 2.191720e+001	 2.194417e+001	 2.197841e+001	 2.191053e+001	 2.187844e+001	 2.217406e+001	 2.190460e+001	 2.156674e+001	 2.164974e+001	 2.172543e+001	 2.183949e+001	
 2.202540e+001	 2.181994e+001	 2.173587e+001	 2.177469e+001	 2.182465e+001	 2.189692e+001	 2.160985e+001	 2.165421e+001	 2.176929e+001	 2.188441e+001	 2.195075e+001	 2.202495e+001	 2.192640e+001	 2.191569e+001	 2.220664e+001	 2.187642e+001	 2.154698e+001	 2.167565e+001	 2.174855e+001	 2.185982e+001	
 2.195143e+001	 2.176130e+001	 2.174097e+001	 2.173926e+001	 2.181573e+001	 2.190047e+001	 2.160262e+001	 2.164366e+001	 2.180012e+001	 2.188212e+001	 2.195035e+001	 2.201779e+001	 2.194985e+001	 2.191000e+001	 2.220160e+001	 2.187940e+001	 2.153920e+001	 2.164966e+001	 2.172667e+001	 2.186068e+001	
 2.197001e+001	 2.178269e+001	 2.167580e+001	 2.175138e+001	 2.181203e+001	 2.188587e+001	 2.159525e+001	 2.163979e+001	 2.177740e+001	 2.189642e+001	 2.197028e+001	 2.202323e+001	 2.194833e+001	 2.196102e+001	 2.223438e+001	 2.190775e+001	 2.158646e+001	 2.168975e+001	 2.174846e+001	 2.186784e+001	
 2.193408e+001	 2.174874e+001	 2.172575e+001	 2.174372e+001	 2.179146e+001	 2.191039e+001	 2.158264e+001	 2.162355e+001	 2.176499e+001	 2.190274e+001	 2.194818e+001	 2.200902e+001	 2.195704e+001	 2.192918e+001	 2.224767e+001	 2.192025e+001	 2.158030e+001	 2.166866e+001	 2.172000e+001	 2.186914e+001	
 2.195314e+001	 2.175183e+001	 2.170170e+001	 2.177446e+001	 2.178017e+001	 2.191265e+001	 2.159705e+001	 2.165384e+001	 2.175157e+001	 2.190518e+001	 2.198088e+001	 2.203522e+001	 2.196568e+001	 2.192755e+001	 2.220970e+001	 2.191062e+001	 2.158585e+001	 2.166332e+001	 2.177832e+001	 2.186814e+001	
 2.193949e+001	 2.177308e+001	 2.172808e+001	 2.174638e+001	 2.180561e+001	 2.187288e+001	 2.158716e+001	 2.162170e+001	 2.172697e+001	 2.188441e+001	 2.199621e+001	 2.203924e+001	 2.195111e+001	 2.192403e+001	 2.219115e+001	 2.190376e+001	 2.158245e+001	 2.165594e+001	 2.173344e+001	 2.183419e+001	
 2.196190e+001	 2.175825e+001	 2.171696e+001	 2.175759e+001	 2.179075e+001	 2.189479e+001	 2.160163e+001	 2.165479e+001	 2.179357e+001	 2.191004e+001	 2.198216e+001	 2.202549e+001	 2.196756e+001	 2.194448e+001	 2.220444e+001	 2.191345e+001	 2.158515e+001	 2.161438e+001	 2.175565e+001	 2.186427e+001	
